1682920920.5074787,"0.074585,-0.092163,1.001221,0.488281,0.427246,-0.427246,9.716797,11.254883,-15.710449,"
1682920920.5205345,"8,0.074097,-0.093262,1.001343,0.366211,0.061035,-0.427246,9.716797,11.254883,-15.710449,"
1682920920.5298636,"10,0.073486,-0.092896,1.001709,0.122070,0.122070,-0.366211,9.716797,11.254883,-15.710449,"
1682920920.5519516,"15,0.074097,-0.093384,1.001831,0.183105,0.183105,-0.305176,9.729004,11.169434,-16.491699,"
1682920920.5835626,"10,0.073730,-0.092896,1.000732,0.488281,0.305176,-0.549316,9.729004,11.169434,-16.491699,"
1682920920.6076038,"9,0.073608,-0.093750,1.001465,0.366211,0.366211,-0.488281,10.058594,11.169434,-16.479492,"
1682920920.63306,"8,0.072998,-0.093994,1.001343,0.549316,0.244141,-0.488281,10.058594,11.169434,-16.479492,"
1682920920.6486044,"6,0.073242,-0.093018,1.002563,0.610352,0.122070,-0.488281,10.058594,11.169434,-16.479492,"
1682920920.6596427,"15,0.073608,-0.092651,1.001831,0.427246,0.366211,-0.427246,9.777832,10.729980,-17.077637,"
1682920920.690612,"10,0.073975,-0.092896,1.001099,0.305176,0.183105,-0.366211,9.777832,10.729980,-17.077637,"
1682920920.7114158,"1,0.073364,-0.093262,1.001465,0.366211,0.122070,-0.549316,9.777832,10.729980,-17.077637,"
1682920920.7312157,"15,0.073608,-0.093994,1.001343,0.183105,0.183105,-0.427246,9.716797,10.974121,-16.687012,"
1682920920.752648,"3,0.073975,-0.092163,1.001465,0.549316,0.366211,-0.488281,9.716797,10.974121,-16.687012,"
1682920920.7742538,"9,0.073242,-0.092896,1.001099,0.427246,0.061035,-0.305176,9.716797,10.974121,-16.687012,"
1682920920.792151,"8,0.073608,-0.094482,1.002197,0.427246,0.061035,-0.427246,9.716797,11.254883,-16.625977,"
1682920920.8112273,"10,0.073730,-0.093384,1.001465,0.366211,0.061035,-0.427246,9.716797,11.254883,-16.625977,"
1682920920.8329577,"13,0.072266,-0.093262,1.001343,0.305176,0.183105,-0.427246,9.716797,11.254883,-16.625977,"
1682920920.8483067,"13,0.074707,-0.093628,1.002930,0.488281,0.183105,-0.305176,9.570312,10.925293,-16.015625,"
1682920920.860857,"15,0.073730,-0.093872,1.002319,0.366211,0.183105,-0.427246,9.570312,10.925293,-16.015625,"
1682920920.8813105,"10,0.073730,-0.094360,1.001831,0.427246,0.122070,-0.427246,9.570312,10.925293,-16.015625,"
1682920920.9006116,"7,0.073242,-0.093384,1.001221,0.366211,0.122070,-0.305176,9.570312,10.925293,-16.015625,"
1682920920.9231992,"11,0.072632,-0.093140,1.000854,0.366211,0.183105,-0.305176,10.083008,11.303711,-16.784668,"
1682920920.9445126,"3,0.073730,-0.092529,1.001343,0.305176,0.244141,-0.366211,10.083008,11.303711,-16.784668,"
1682920920.9616106,"11,0.074097,-0.093750,1.001221,0.427246,0.244141,-0.305176,10.083008,11.303711,-16.784668,"
1682920920.9726117,"10,0.074707,-0.094604,1.001587,0.427246,0.122070,-0.305176,10.388184,11.254883,-16.040039,"
1682920920.9806082,"13,0.073853,-0.093750,1.001587,0.610352,0.000000,-0.427246,10.388184,11.254883,-16.040039,"
1682920920.9896119,"6,0.074219,-0.093140,1.001099,0.366211,0.061035,-0.366211,10.388184,11.254883,-16.040039,"
1682920920.9976134,"0,0.073364,-0.093994,1.000977,0.488281,0.183105,-0.366211,10.388184,11.254883,-16.040039,"
1682920921.0056124,"7,0.072876,-0.093018,1.000854,0.366211,0.122070,-0.427246,9.985352,11.279297,-16.174316,"
1682920921.0136142,"7,0.073120,-0.093506,1.000977,0.427246,0.122070,-0.366211,9.985352,11.279297,-16.174316,"
1682920921.0216131,"15,0.072510,-0.093994,1.002075,0.427246,0.000000,-0.305176,9.985352,11.279297,-16.174316,"
1682920921.0296135,"7,0.074097,-0.093628,1.001831,0.549316,0.183105,-0.366211,9.484863,11.193848,-15.551758,"
1682920921.0445943,"7,0.073120,-0.093506,1.001587,0.305176,0.122070,-0.305176,9.484863,11.193848,-15.551758,"
1682920921.0685458,"11,0.072998,-0.094116,1.001343,0.305176,0.183105,-0.427246,9.484863,11.193848,-15.551758,"
1682920921.0894303,"9,0.073120,-0.092407,1.000977,0.366211,0.061035,-0.488281,9.484863,11.193848,-15.551758,"
1682920921.1128256,"9,0.073486,-0.092896,1.001709,0.549316,0.122070,-0.427246,9.985352,11.267090,-15.649414,"
1682920921.1351519,"10,0.074585,-0.093140,1.001221,0.427246,-0.061035,-0.427246,9.985352,11.267090,-15.649414,"
1682920921.154159,"9,0.073364,-0.092896,1.001465,0.244141,0.000000,-0.305176,9.985352,11.267090,-15.649414,"
1682920921.17619,"6,0.073975,-0.093384,1.001465,0.305176,0.122070,-0.427246,10.314941,11.169434,-16.284180,"
1682920921.1981893,"12,0.074097,-0.093872,1.000977,0.488281,0.183105,-0.305176,10.314941,11.169434,-16.284180,"
1682920921.2185283,"9,0.074463,-0.092407,1.001465,0.183105,0.061035,-0.427246,10.314941,11.169434,-16.284180,"
1682920921.2430894,"9,0.074219,-0.093384,1.001587,0.305176,0.061035,-0.427246,9.863281,11.364746,-16.125488,"
1682920921.2612262,"15,0.073730,-0.094238,1.001221,0.549316,0.122070,-0.427246,9.863281,11.364746,-16.125488,"
1682920921.2783947,"12,0.073730,-0.093506,1.001587,0.488281,0.000000,-0.427246,9.863281,11.364746,-16.125488,"
1682920921.291498,"6,0.073486,-0.093384,1.001831,0.427246,0.183105,-0.305176,10.131836,11.401367,-16.711426,"
1682920921.304694,"15,0.075073,-0.093018,1.000977,0.427246,0.183105,-0.488281,10.131836,11.401367,-16.711426,"
1682920921.3208864,"5,0.074341,-0.093262,1.000732,0.427246,0.122070,-0.427246,10.131836,11.401367,-16.711426,"
1682920921.345123,"10,0.073120,-0.094116,1.000854,0.183105,0.244141,-0.366211,9.753418,11.645508,-16.503906,"
1682920921.363356,"15,0.073486,-0.092529,1.001099,0.488281,0.122070,-0.305176,9.753418,11.645508,-16.503906,"
1682920921.380996,"10,0.073120,-0.093384,1.001587,0.305176,0.305176,-0.427246,9.753418,11.645508,-16.503906,"
1682920921.392928,"7,0.074097,-0.093628,1.001709,0.183105,0.122070,-0.305176,10.009766,11.535645,-16.772461,"
1682920921.4035933,"10,0.072754,-0.093506,1.001587,0.244141,-0.122070,-0.366211,10.009766,11.535645,-16.772461,"
1682920921.4253364,"9,0.073975,-0.093750,1.001099,0.549316,0.122070,-0.183105,10.009766,11.535645,-16.772461,"
